Frame,Time (Seconds),Rotation X,Rotation Y,Rotation Z,Rotation W,Position X,Position Y,Position Z,Error Per Marker
278,2.78,0.64947,0.164398,-0.617117,-0.412708,0.911447,1.719675,-0.375863,0.024445
279,2.79,0.708314,0.278359,-0.57607,-0.298246,0.921973,1.711934,-0.378413,0.031997
280,2.8,0.650956,0.167079,-0.616093,-0.410817,0.911603,1.719455,-0.375939,0.024515
281,2.81,0.709366,0.280887,-0.574605,-0.296195,0.922108,1.711764,-0.378499,0.031997
282,2.82,0.652126,0.169403,-0.615242,-0.409281,0.911708,1.719272,-0.376039,0.024449
283,2.83,0.70993,0.282465,-0.573899,-0.294709,0.922222,1.711596,-0.378583,0.032016
284,2.84,0.653132,0.170656,-0.614921,-0.407636,0.911876,1.719224,-0.37604,0.024494
285,2.85,0.710595,0.283559,-0.573276,-0.293265,0.922332,1.711567,-0.378588,0.032003
286,2.86,0.735543,0.349964,-0.538006,-0.216913,0.929026,1.706654,-0.380164,0.032067
287,2.87,0.690398,0.232,-0.582539,-0.360797,0.912481,1.715652,-0.378551,0.023324
288,2.88,0.727151,0.318214,-0.548597,-0.26274,0.922587,1.709384,-0.380139,0.03202
289,2.89,0.667508,0.193819,-0.603142,-0.391264,0.911939,1.717854,-0.37704,0.024402
290,2.9,0.716407,0.295378,-0.564795,-0.283758,0.922299,1.710816,-0.379151,0.032049
291,2.91,0.657593,0.178096,-0.610968,-0.403202,0.911798,1.718769,-0.376403,0.024524
292,2.92,0.712032,0.286419,-0.570917,-0.291597,0.922231,1.711358,-0.378765,0.032057
293,2.93,0.654027,0.172466,-0.613732,-0.40723,0.911795,1.719061,-0.376164,0.024495
294,2.94,0.71051,0.283551,-0.573187,-0.293651,0.922261,1.71153,-0.378637,0.032037
295,2.95,0.653048,0.17098,-0.614687,-0.407987,0.911844,1.719152,-0.376091,0.024512
296,2.96,0.710338,0.283297,-0.573431,-0.293836,0.922312,1.711543,-0.378584,0.032025
297,2.97,0.653134,0.171259,-0.614849,-0.407488,0.911877,1.719135,-0.376085,0.024473
298,2.98,0.710532,0.283752,-0.573165,-0.293446,0.922357,1.711503,-0.37859,0.03205
299,2.99,0.653593,0.171792,-0.614408,-0.407193,0.911929,1.719031,-0.376082,0.024435
300,3,0.710844,0.284192,-0.57284,-0.292899,0.922385,1.711439,-0.37861,0.032068
301,3.01,0.653997,0.172276,-0.614178,-0.406688,0.911959,1.719011,-0.376102,0.024445
302,3.02,0.711117,0.284672,-0.572467,-0.292498,0.92242,1.711408,-0.378615,0.032077
303,3.03,0.735841,0.350911,-0.53731,-0.216096,0.929081,1.706575,-0.380223,0.032027
304,3.04,0.690731,0.232698,-0.582172,-0.360303,0.912525,1.715604,-0.37857,0.023312
305,3.05,0.727386,0.318689,-0.548107,-0.262536,0.92265,1.709355,-0.380111,0.032047
306,3.06,0.742898,0.368988,-0.521855,-0.199042,0.929118,1.705393,-0.381131,0.031982
307,3.07,0.697104,0.243814,-0.575187,-0.351797,0.912437,1.714997,-0.379086,0.023266
308,3.08,0.729541,0.323357,-0.54441,-0.258511,0.922487,1.709102,-0.380419,0.032003
309,3.09,0.743559,0.370081,-0.520391,-0.198376,0.928933,1.705333,-0.381245,0.032053
310,3.1,0.696831,0.243081,-0.575293,-0.352671,0.912249,1.715047,-0.379113,0.023255
311,3.11,0.729006,0.321604,-0.54519,-0.260556,0.922325,1.709223,-0.380378,0.032029
312,3.12,0.667501,0.193241,-0.602532,-0.3925,0.911678,1.717949,-0.377078,0.024517
313,3.13,0.715375,0.292807,-0.566017,-0.286577,0.922038,1.711032,-0.379096,0.032013
314,3.14,0.655289,0.174111,-0.61249,-0.406371,0.911575,1.719072,-0.37629,0.024518
315,3.15,0.710121,0.282541,-0.57333,-0.295283,0.922044,1.71167,-0.378597,0.032013
316,3.16,0.651534,0.168122,-0.61578,-0.409944,0.911678,1.71946,-0.375968,0.024516
317,3.17,0.708855,0.280039,-0.575369,-0.296739,0.922138,1.711854,-0.37846,0.031996
318,3.18,0.734195,0.346382,-0.540619,-0.220701,0.928847,1.706969,-0.380043,0.032051
319,3.19,0.688057,0.227834,-0.584636,-0.364513,0.912322,1.715959,-0.378406,0.023283
320,3.2,0.725621,0.314542,-0.550924,-0.266496,0.922484,1.709653,-0.379967,0.032045
321,3.21,0.741727,0.365495,-0.52464,-0.202501,0.92899,1.705613,-0.380963,0.032026
322,3.22,0.695254,0.240472,-0.577086,-0.354637,0.912333,1.715189,-0.378955,0.023291
323,3.23,0.728505,0.320633,-0.546107,-0.261231,0.922402,1.709253,-0.380296,0.032068
324,3.24,0.667447,0.193158,-0.602721,-0.392341,0.911751,1.717908,-0.377041,0.024495
325,3.25,0.715591,0.293089,-0.565741,-0.286296,0.922107,1.710955,-0.379093,0.032042
326,3.26,0.655971,0.174717,-0.611862,-0.405958,0.911646,1.718897,-0.376263,0.024516
327,3.27,0.710663,0.283085,-0.572692,-0.294696,0.9221,1.711536,-0.378606,0.032042
328,3.28,0.652015,0.169029,-0.61514,-0.409766,0.911659,1.71926,-0.376035,0.024463
329,3.29,0.709196,0.280738,-0.574782,-0.2964,0.92216,1.711683,-0.378477,0.032023
330,3.3,0.651392,0.168216,-0.615721,-0.410219,0.911742,1.719268,-0.375966,0.024475
331,3.31,0.709295,0.281017,-0.574851,-0.295764,0.922233,1.71167,-0.378487,0.032001
332,3.32,0.652182,0.169057,-0.615397,-0.409103,0.911839,1.719205,-0.37596,0.024486
333,3.33,0.709884,0.282005,-0.574163,-0.294746,0.922324,1.711569,-0.378518,0.032035
334,3.34,0.652873,0.170257,-0.614938,-0.408191,0.911906,1.719115,-0.37601,0.024509
335,3.35,0.710292,0.283016,-0.573486,-0.294111,0.922397,1.711468,-0.378514,0.032051
336,3.36,0.653287,0.171237,-0.614444,-0.407864,0.911961,1.719046,-0.376042,0.024527
337,3.37,0.710711,0.283927,-0.572895,-0.293371,0.922429,1.711452,-0.378564,0.032039
338,3.38,0.735509,0.350217,-0.537862,-0.216977,0.929112,1.706578,-0.380164,0.032044
339,3.39,0.690588,0.232165,-0.582351,-0.360633,0.912575,1.715558,-0.378523,0.023347
340,3.4,0.727228,0.318343,-0.548512,-0.262547,0.922658,1.709345,-0.380122,0.032029
341,3.41,0.74281,0.368589,-0.522101,-0.199467,0.929133,1.705362,-0.381109,0.032064
342,3.42,0.696862,0.243448,-0.575482,-0.352047,0.912461,1.714924,-0.379082,0.023283
343,3.43,0.7295,0.323133,-0.544384,-0.25896,0.922506,1.709056,-0.380401,0.032037
344,3.44,0.743499,0.369911,-0.520497,-0.198641,0.928951,1.705317,-0.38123,0.032048
345,3.45,0.69676,0.242947,-0.57532,-0.352859,0.912266,1.715026,-0.379101,0.023247
346,3.46,0.728962,0.321382,-0.545312,-0.260696,0.922336,1.709196,-0.380314,0.03205
347,3.47,0.66785,0.192915,-0.602762,-0.391711,0.911755,1.717984,-0.376978,0.024501
348,3.48,0.715569,0.292516,-0.566182,-0.286065,0.922081,1.711055,-0.379036,0.032008
349,3.49,0.655467,0.17392,-0.612473,-0.406192,0.911598,1.71904,-0.376241,0.024501
350,3.5,0.71023,0.282297,-0.573271,-0.295368,0.922053,1.711642,-0.378585,0.032056
351,3.51,0.65165,0.168009,-0.615742,-0.409862,0.911679,1.71943,-0.375964,0.024452
352,3.52,0.708885,0.279865,-0.575437,-0.2967,0.922155,1.711812,-0.378436,0.032005
353,3.53,0.734181,0.346277,-0.540695,-0.220724,0.928851,1.706924,-0.38002,0.032063
354,3.54,0.745294,0.384628,-0.516329,-0.17321,0.933017,1.703871,-0.381033,0.03207
355,3.55,0.701324,0.254619,-0.574325,-0.336844,0.914839,1.714042,-0.379012,0.023265
356,3.56,0.73097,0.328948,-0.543114,-0.250007,0.923894,1.708549,-0.380338,0.032031
357,3.57,0.670158,0.198665,-0.601902,-0.386179,0.912573,1.717492,-0.377086,0.024455
358,3.58,0.716595,0.296019,-0.564744,-0.282718,0.922512,1.710742,-0.379124,0.032051
359,3.59,0.65654,0.176363,-0.611786,-0.404437,0.91177,1.718855,-0.376334,0.024441
360,3.6,0.710672,0.283729,-0.572508,-0.294411,0.922099,1.711535,-0.37868,0.032033
361,3.61,0.65203,0.168939,-0.615187,-0.409709,0.911641,1.71936,-0.376051,0.024517
362,3.62,0.709124,0.28039,-0.574854,-0.296761,0.922062,1.711798,-0.378536,0.031998
363,3.63,0.651418,0.167669,-0.615558,-0.410645,0.911655,1.719342,-0.375966,0.024506
364,3.64,0.709171,0.280303,-0.574778,-0.296879,0.922153,1.711691,-0.378466,0.032061
365,3.65,0.651986,0.168273,-0.615606,-0.409423,0.911793,1.719306,-0.375932,0.024451
366,3.66,0.709766,0.281377,-0.574386,-0.295194,0.922265,1.711653,-0.378451,0.032032
367,3.67,0.652545,0.169761,-0.615146,-0.408609,0.91185,1.719226,-0.375993,0.024511
368,3.68,0.710249,0.28279,-0.573554,-0.2943,0.922317,1.711581,-0.378537,0.03205
369,3.69,0.735339,0.349386,-0.538327,-0.217738,0.928994,1.706693,-0.380167,0.032049
370,3.7,0.689851,0.231337,-0.58304,-0.361461,0.912456,1.715685,-0.378557,0.023246
371,3.71,0.726858,0.317692,-0.549042,-0.263252,0.922588,1.709404,-0.380116,0.032023
372,3.72,0.742688,0.368068,-0.522534,-0.19975,0.929061,1.70542,-0.381087,0.03205
373,3.73,0.749393,0.397064,-0.504924,-0.160629,0.933097,1.702971,-0.381673,0.032012
374,3.74,0.706344,0.263456,-0.568429,-0.329481,0.914854,1.713498,-0.379372,0.02337
375,3.75,0.732999,0.333412,-0.539569,-0.245791,0.923849,1.708288,-0.380564,0.031978
376,3.76,0.744534,0.374528,-0.518199,-0.192008,0.929628,1.704926,-0.381276,0.032028
377,3.77,0.697725,0.24494,-0.574932,-0.350196,0.912559,1.714867,-0.379082,0.023336
378,3.78,0.728866,0.321348,-0.545497,-0.260619,0.922394,1.70917,-0.380278,0.032072
379,3.79,0.666858,0.191818,-0.602961,-0.39363,0.911607,1.717947,-0.376963,0.024513
380,3.8,0.714721,0.290897,-0.566722,-0.288754,0.921894,1.711093,-0.378989,0.03204
381,3.81,0.654295,0.171906,-0.612807,-0.408429,0.911416,1.719108,-0.376174,0.024508
382,3.82,0.709464,0.28039,-0.573991,-0.297618,0.921873,1.71174,-0.378537,0.032067
383,3.83,0.650694,0.166001,-0.616104,-0.411651,0.911523,1.719484,-0.375901,0.024414
384,3.84,0.708274,0.278168,-0.576064,-0.298531,0.922011,1.711877,-0.378377,0.032033
385,3.85,0.650113,0.165978,-0.616495,-0.411992,0.911612,1.719467,-0.375902,0.024533
386,3.86,0.708396,0.279128,-0.575805,-0.297845,0.922132,1.711784,-0.378418,0.032035
387,3.87,0.650875,0.167542,-0.616087,-0.410765,0.911727,1.719349,-0.375951,0.0245
388,3.88,0.709187,0.280799,-0.574777,-0.296373,0.922233,1.711678,-0.378461,0.032063
389,3.89,0.652136,0.169174,-0.615608,-0.408809,0.91186,1.719332,-0.375973,0.024508
390,3.9,0.710012,0.282334,-0.573937,-0.294564,0.922327,1.711642,-0.378512,0.032047
391,3.91,0.653269,0.170508,-0.615068,-0.407257,0.911958,1.719235,-0.375985,0.02442
392,3.92,0.710671,0.283455,-0.573419,-0.292901,0.922402,1.711572,-0.378541,0.032025
393,3.93,0.653826,0.171719,-0.614498,-0.406714,0.911964,1.719095,-0.376056,0.024441
394,3.94,0.710982,0.284382,-0.572823,-0.292414,0.922406,1.711467,-0.378602,0.032018
395,3.95,0.654317,0.172433,-0.614427,-0.40573,0.912001,1.71916,-0.376075,0.024507
396,3.96,0.711286,0.284749,-0.57255,-0.291849,0.922437,1.711493,-0.378605,0.03207
397,3.97,0.654513,0.172804,-0.614265,-0.405499,0.912034,1.719136,-0.376089,0.024532
398,3.98,0.711403,0.285247,-0.572401,-0.291371,0.922463,1.711473,-0.378627,0.032025
399,3.99,0.654544,0.173281,-0.613951,-0.405721,0.911989,1.719044,-0.376136,0.024455
400,4,0.711359,0.285436,-0.572101,-0.291882,0.92246,1.711401,-0.378647,0.032055
401,4.01,0.654694,0.173368,-0.613631,-0.405926,0.912017,1.718942,-0.376128,0.024454
402,4.02,0.71153,0.285581,-0.571878,-0.29176,0.92247,1.711335,-0.378602,0.032061
403,4.03,0.736079,0.351585,-0.53682,-0.215405,0.929123,1.706504,-0.38024,0.032019
404,4.04,0.691079,0.233324,-0.581793,-0.359842,0.912557,1.715541,-0.3786,0.023326
405,4.05,0.727521,0.3192,-0.547961,-0.261847,0.922649,1.709325,-0.380189,0.032017
406,4.06,0.742996,0.369316,-0.521745,-0.198355,0.929103,1.705372,-0.381183,0.032025
407,4.07,0.697251,0.244184,-0.575099,-0.351393,0.912427,1.714969,-0.379137,0.023304
408,4.08,0.729628,0.323704,-0.544182,-0.258311,0.922505,1.709084,-0.380461,0.031989
409,4.09,0.668932,0.195882,-0.601526,-0.39029,0.911833,1.717767,-0.377166,0.024529
410,4.1,0.716529,0.295241,-0.564428,-0.284324,0.922173,1.710853,-0.379172,0.032031
411,4.11,0.656836,0.176573,-0.611338,-0.404543,0.911667,1.718842,-0.376362,0.024476
412,4.12,0.711187,0.284433,-0.571907,-0.293654,0.922132,1.711445,-0.37865,0.032084
413,4.13,0.652722,0.169991,-0.614974,-0.40849,0.911751,1.71927,-0.376039,0.024435
414,4.14,0.709601,0.281405,-0.574354,-0.295629,0.922232,1.711668,-0.378511,0.032048
415,4.15,0.652042,0.168813,-0.615431,-0.409374,0.911803,1.719241,-0.375969,0.024445
416,4.16,0.709655,0.281562,-0.574405,-0.295249,0.922266,1.711647,-0.378517,0.032008
417,4.17,0.652499,0.169553,-0.615119,-0.40881,0.911857,1.719186,-0.37599,0.024548
418,4.18,0.71012,0.282451,-0.573866,-0.294328,0.922338,1.711561,-0.378499,0.032022
419,4.19,0.653094,0.170492,-0.615126,-0.407455,0.911952,1.719244,-0.376001,0.024501
420,4.2,0.710474,0.283457,-0.573526,-0.293166,0.922406,1.711592,-0.378529,0.031994
421,4.21,0.653677,0.171516,-0.614895,-0.406439,0.912008,1.719225,-0.376019,0.02449
422,4.22,0.710874,0.284138,-0.573077,-0.292415,0.922451,1.711532,-0.378526,0.032046
423,4.23,0.653833,0.172356,-0.61441,-0.406566,0.911978,1.719085,-0.376066,0.024453
424,4.24,0.711011,0.284754,-0.572592,-0.292432,0.922449,1.711439,-0.378608,0.032031
425,4.25,0.654162,0.172869,-0.614075,-0.406326,0.911985,1.719007,-0.376116,0.024452
426,4.26,0.711096,0.285136,-0.572588,-0.291861,0.922436,1.711411,-0.378659,0.031995
427,4.27,0.654248,0.173205,-0.614031,-0.406111,0.911991,1.719008,-0.376154,0.024502
428,4.28,0.711242,0.285318,-0.572312,-0.291868,0.922451,1.711382,-0.37863,0.032053
429,4.29,0.654461,0.17333,-0.613804,-0.406056,0.912003,1.718991,-0.376137,0.024514
430,4.3,0.711416,0.285612,-0.571934,-0.291897,0.922468,1.711364,-0.378616,0.032051
431,4.31,0.654591,0.173513,-0.613567,-0.406127,0.912004,1.718966,-0.376129,0.024534
432,4.32,0.71152,0.285682,-0.571787,-0.291864,0.922459,1.711353,-0.378638,0.032061
433,4.33,0.736094,0.351532,-0.536713,-0.215706,0.929124,1.706495,-0.380205,0.032078
434,4.34,0.691061,0.233327,-0.581754,-0.359938,0.912556,1.715553,-0.378582,0.023277
435,4.35,0.727573,0.319242,-0.547823,-0.261941,0.922657,1.709316,-0.380168,0.032021
436,4.36,0.668134,0.194706,-0.602583,-0.390615,0.912005,1.717814,-0.377046,0.024503
437,4.37,0.716849,0.296083,-0.564253,-0.282987,0.922344,1.710756,-0.379163,0.032054
438,4.38,0.658097,0.178547,-0.610691,-0.402599,0.911843,1.718709,-0.376399,0.024459
439,4.39,0.712276,0.286806,-0.570676,-0.291092,0.922283,1.711324,-0.378747,0.032053
440,4.4,0.654419,0.172591,-0.61389,-0.406309,0.911883,1.719141,-0.376124,0.024497
441,4.41,0.710783,0.28383,-0.57302,-0.293045,0.922339,1.711556,-0.378578,0.032004
442,4.42,0.653618,0.170989,-0.614788,-0.406917,0.911963,1.719219,-0.376011,0.0245
443,4.43,0.710577,0.283248,-0.573571,-0.293029,0.922396,1.711574,-0.378524,0.032004
444,4.44,0.653323,0.171243,-0.614809,-0.407252,0.911939,1.719152,-0.376044,0.024499
445,4.45,0.710648,0.283694,-0.573142,-0.293266,0.922387,1.711521,-0.378566,0.032057
446,4.46,0.653613,0.171749,-0.614341,-0.407282,0.911941,1.719077,-0.376075,0.024513
447,4.47,0.710751,0.2842,-0.572963,-0.292877,0.922399,1.71146,-0.378578,0.032011
448,4.48,0.65378,0.17235,-0.614279,-0.406852,0.911966,1.719069,-0.376104,0.024513
449,4.49,0.71098,0.2849,-0.572591,-0.292369,0.922424,1.711447,-0.378625,0.032001
450,4.5,0.654473,0.172685,-0.614239,-0.405653,0.912029,1.71907,-0.376069,0.024452
451,4.51,0.711301,0.2851,-0.572589,-0.291394,0.922451,1.711457,-0.378621,0.031992
452,4.52,0.654327,0.173213,-0.614057,-0.40594,0.911995,1.719022,-0.376142,0.024479
453,4.53,0.711213,0.285447,-0.57245,-0.291541,0.922458,1.711401,-0.378632,0.032009
454,4.54,0.654431,0.173444,-0.614049,-0.405686,0.911991,1.718992,-0.376152,0.024442
455,4.55,0.711256,0.285631,-0.572378,-0.291399,0.922448,1.711392,-0.378682,0.031995
456,4.56,0.654472,0.17356,-0.613893,-0.405806,0.912004,1.718991,-0.376173,0.024506
457,4.57,0.711391,0.28558,-0.572039,-0.291784,0.92245,1.711375,-0.378664,0.032073
458,4.58,0.654868,0.17337,-0.61388,-0.405268,0.912066,1.719001,-0.376106,0.024423
459,4.59,0.711558,0.285459,-0.572102,-0.291371,0.922502,1.711366,-0.378631,0.032051
460,4.6,0.65473,0.173442,-0.613708,-0.40572,0.912033,1.718953,-0.376136,0.024441
461,4.61,0.711387,0.285682,-0.572175,-0.291428,0.922477,1.711356,-0.37867,0.031989
462,4.62,0.654792,0.173609,-0.614006,-0.405097,0.912048,1.719069,-0.376137,0.024497
463,4.63,0.711535,0.28571,-0.572056,-0.291272,0.922497,1.711427,-0.378627,0.032051
464,4.64,0.654801,0.173671,-0.613751,-0.405442,0.912042,1.71903,-0.376128,0.024489
465,4.65,0.711587,0.285729,-0.571946,-0.291342,0.922477,1.711402,-0.37864,0.032056
466,4.66,0.654918,0.173597,-0.613965,-0.404961,0.912066,1.719112,-0.376126,0.024474
467,4.67,0.711643,0.285716,-0.572022,-0.291069,0.92249,1.711457,-0.378644,0.032068
468,4.68,0.654793,0.173693,-0.613649,-0.405601,0.912027,1.719034,-0.376161,0.024486
469,4.69,0.711553,0.28586,-0.571941,-0.291308,0.922474,1.711394,-0.378634,0.032017
470,4.7,0.655065,0.173666,-0.61373,-0.405049,0.912072,1.71902,-0.376085,0.024468
471,4.71,0.711774,0.285852,-0.571758,-0.291135,0.922492,1.711392,-0.378622,0.032035
472,4.72,0.654889,0.173758,-0.61353,-0.405598,0.91203,1.718984,-0.376131,0.0245
473,4.73,0.711601,0.285973,-0.571869,-0.291222,0.922462,1.711378,-0.378657,0.031987
474,4.74,0.654852,0.173935,-0.613597,-0.40548,0.912004,1.718932,-0.376144,0.024456
475,4.75,0.711867,0.269566,-0.558001,-0.330478,0.924145,1.70778,-0.376721,0.024701
476,4.76,0.967528,0.080898,-0.235721,0.042194,0.936355,1.689886,-0.35612,0.025147
477,4.77,0.904279,0.247434,-0.347599,-0.015193,0.937806,1.693051,-0.366016,0.03206
478,4.78,,,,,,,,
479,4.79,0.809785,0.382059,-0.439044,-0.074295,0.938695,1.697031,-0.37675,0.031997
480,4.8,0.747746,0.256275,-0.540242,-0.288683,0.917951,1.71029,-0.376782,0.023301
481,4.81,0.748011,0.456198,-0.168798,-0.45152,0.917535,1.692173,-0.402774,0.018603
482,4.82,0.515362,0.785114,0.263856,-0.219949,0.908464,1.686025,-0.385363,0.024044
483,4.83,0.68414,0.699208,-0.083062,-0.190159,0.919635,1.691517,-0.38442,0.031998
484,4.84,0.32651,0.368678,-0.435714,-0.753406,0.891844,1.724285,-0.405229,0.024897
485,4.85,0.586696,0.42285,-0.517131,-0.457779,0.909385,1.715972,-0.396794,0.032016
486,4.86,0.571207,0.193984,-0.60718,-0.517132,0.903544,1.721345,-0.383392,0.029223
487,4.87,0.671309,0.297524,-0.582942,-0.347854,0.917228,1.713679,-0.382575,0.031986
488,4.88,0.62089,0.162644,-0.627956,-0.440129,0.908903,1.721055,-0.377966,0.024473
489,4.89,0.692745,0.271853,-0.591316,-0.310718,0.920723,1.71323,-0.379182,0.03199
490,4.9,0.724813,0.334682,-0.557541,-0.227557,0.928279,1.708101,-0.380053,0.032047
491,4.91,0.680881,0.215953,-0.598313,-0.363025,0.912243,1.716881,-0.378029,0.023194
492,4.92,0.72124,0.301509,-0.564533,-0.264968,0.922661,1.710406,-0.379412,0.032049
493,4.93,0.739275,0.352637,-0.537152,-0.201463,0.92929,1.706256,-0.380338,0.032048
494,4.94,0.693727,0.231106,-0.586157,-0.34893,0.912687,1.715692,-0.378333,0.023222
495,4.95,0.727299,0.311312,-0.554734,-0.257663,0.922783,1.709662,-0.379727,0.031984
496,4.96,0.742168,0.359369,-0.529791,-0.198398,0.929222,1.705784,-0.380629,0.032048
497,4.97,0.74881,0.387971,-0.512458,-0.161706,0.933224,1.703371,-0.381211,0.032049
498,4.98,0.704633,0.255715,-0.574331,-0.329009,0.914915,1.713937,-0.378945,0.023211
499,4.99,0.731653,0.325647,-0.545499,-0.247123,0.923918,1.708657,-0.380154,0.032054
500,5,0.743719,0.367633,-0.523513,-0.194067,0.929689,1.705275,-0.38094,0.032059
501,5.01,0.696141,0.239286,-0.57859,-0.351232,0.912588,1.715191,-0.37879,0.023294
502,5.02,0.727851,0.316658,-0.549032,-0.261771,0.922398,1.70947,-0.380091,0.031997
503,5.03,0.74189,0.363019,-0.5259,-0.203093,0.928712,1.705784,-0.380925,0.031996
504,5.04,0.693663,0.235737,-0.579385,-0.357173,0.911976,1.715495,-0.378823,0.023233
505,5.05,0.726754,0.314903,-0.549634,-0.265646,0.922036,1.709641,-0.380133,0.032044
506,5.06,0.66439,0.186978,-0.605406,-0.39637,0.911402,1.718302,-0.376853,0.024461
507,5.07,0.713385,0.287355,-0.569067,-0.290983,0.921808,1.71132,-0.378858,0.032061
508,5.08,0.652829,0.16931,-0.61415,-0.40984,0.911371,1.719284,-0.376084,0.024517
509,5.09,0.70864,0.278659,-0.575363,-0.298556,0.921863,1.711853,-0.378463,0.031996
510,5.1,0.733463,0.343923,-0.542022,-0.22352,0.928596,1.707069,-0.380018,0.032025
511,5.11,0.686473,0.224709,-0.586022,-0.367204,0.912093,1.71609,-0.378353,0.023262
512,5.12,0.724331,0.311604,-0.552939,-0.269269,0.922291,1.709797,-0.379911,0.032001
513,5.13,0.663874,0.187099,-0.606344,-0.395743,0.911748,1.718338,-0.376779,0.024432
514,5.14,0.714061,0.290038,-0.568315,-0.28812,0.92213,1.711193,-0.378912,0.032004
515,5.15,0.654778,0.173126,-0.61315,-0.406621,0.911661,1.719063,-0.376184,0.02453
516,5.16,0.710276,0.28245,-0.573358,-0.294941,0.922138,1.711577,-0.378537,0.032073
517,5.17,0.734706,0.347469,-0.539543,-0.219922,0.928851,1.706788,-0.380065,0.032028
518,5.18,0.688666,0.228387,-0.584131,-0.363826,0.91234,1.715782,-0.378412,0.023318
519,5.19,0.725833,0.314694,-0.550818,-0.265958,0.92246,1.709564,-0.37999,0.032033
520,5.2,0.7418,0.365376,-0.524573,-0.202624,0.92896,1.70558,-0.380984,0.032048
521,5.21,0.695174,0.240072,-0.577106,-0.355032,0.912335,1.715136,-0.378961,0.02331
522,5.22,0.728432,0.320319,-0.546165,-0.2617,0.9224,1.709237,-0.380302,0.032062
523,5.23,0.66749,0.192666,-0.603023,-0.392046,0.911794,1.717996,-0.377005,0.024506
524,5.24,0.715548,0.292629,-0.566112,-0.286141,0.922136,1.711014,-0.379028,0.032066
525,5.25,0.732052,0.253149,-0.561989,-0.290145,0.931577,1.707132,-0.369263,0.002593
526,5.26,0.750347,0.311745,-0.522218,-0.259002,0.936341,1.700574,-0.372268,0.024736
527,5.27,0.756024,0.362333,-0.507204,-0.199718,0.93752,1.700053,-0.376201,0.032055
528,5.28,0.756836,0.392141,-0.496959,-0.162651,0.938071,1.699852,-0.378738,0.032059
529,5.29,0.70979,0.25976,-0.564552,-0.331669,0.917556,1.711869,-0.377736,0.023193
530,5.3,0.734144,0.330165,-0.538734,-0.248575,0.925166,1.707524,-0.379687,0.032003
531,5.31,0.671134,0.198,-0.600831,-0.386494,0.913033,1.717251,-0.376783,0.024486
532,5.32,0.715901,0.294198,-0.56566,-0.284539,0.922456,1.710838,-0.37907,0.032082
533,5.33,0.65472,0.173898,-0.612961,-0.406668,0.911433,1.719118,-0.376389,0.024494
534,5.34,0.708999,0.281431,-0.574645,-0.29648,0.921593,1.71193,-0.3788,0.032021
535,5.35,0.64969,0.166512,-0.616933,-0.41179,0.911099,1.719775,-0.376206,0.024504
536,5.36,0.707336,0.278493,-0.576881,-0.298875,0.921537,1.712201,-0.378695,0.032003
537,5.37,0.649141,0.165962,-0.617232,-0.412428,0.91114,1.719745,-0.376171,0.02451
538,5.38,0.707722,0.279119,-0.576363,-0.298375,0.9217,1.712041,-0.378625,0.032062
539,5.39,0.650112,0.167327,-0.616533,-0.411391,0.91134,1.719551,-0.37613,0.024538
540,5.4,0.708586,0.280689,-0.575432,-0.296644,0.921897,1.711856,-0.378619,0.032017
541,5.41,0.651539,0.16896,-0.615756,-0.409627,0.911544,1.719341,-0.376108,0.024462
542,5.42,0.709475,0.282044,-0.574355,-0.295316,0.922095,1.711659,-0.378606,0.032054
543,5.43,0.652393,0.17043,-0.615178,-0.408525,0.911702,1.719226,-0.376129,0.02447
544,5.44,0.710204,0.283415,-0.57343,-0.294047,0.922209,1.71158,-0.378653,0.032033
545,5.45,0.653225,0.171694,-0.61463,-0.40749,0.911788,1.719152,-0.376164,0.024437
